year,region,1_4_gr_students_per_computer,5_6_gr_students_per_computer,7_9_gr_students_per_computer,10_12_gr_students_per_computer
2019 / 2020,Ílhavo,3.2,4.0,3.8,4.3
2019 / 2020,Murtosa,16.1,11.1,10.9,12.5
2019 / 2020,Oliveira do Bairro,7.9,3.3,3.4,3.7
2019 / 2020,Ovar,4.3,3.2,3.1,3.4
2019 / 2020,Sever do Vouga,1.8,5.8,5.9,1.2
2019 / 2020,Vagos,9.0,5.9,5.1,4.3
2019 / 2020,Região de Coimbra,5.6,4.0,3.5,3.0
2019 / 2020,Arganil,2.7,2.3,2.4,1.4
2019 / 2020,Cantanhede,7.3,3.2,3.1,3.5
2019 / 2020,Coimbra,7.6,4.5,4.3,3.4
2019 / 2020,Condeixa-a-Nova,3.5,6.9,5.2,3.9
2019 / 2020,Figueira da Foz,6.7,4.4,4.0,4.3
2019 / 2020,Góis,1.9,1.8,1.8,
2019 / 2020,Lousã,7.3,6.5,4.8,1.5
2019 / 2020,Mealhada,7.4,5.0,3.1,2.7
2019 / 2020,Mira,9.4,5.6,3.0,2.9
2019 / 2020,Miranda do Corvo,5.7,3.5,3.3,4.1
2019 / 2020,Montemor-o-Velho,6.2,3.6,3.2,2.1
2019 / 2020,Mortágua,4.7,3.9,3.7,3.4
2019 / 2020,Oliveira do Hospital,4.2,3.1,2.8,3.0
2019 / 2020,Pampilhosa da Serra,2.2,1.7,1.7,1.6
2019 / 2020,Penacova,2.0,2.2,2.3,3.4
2019 / 2020,Penela,2.9,3.5,3.5,1.0
2019 / 2020,Soure,5.1,5.5,2.6,2.4
2019 / 2020,Tábua,2.8,2.2,2.7,2.5
2019 / 2020,Vila Nova de Poiares,3.1,2.6,2.5,2.6
2019 / 2020,Região de Leiria,4.9,4.6,4.4,3.3
2019 / 2020,Alvaiázere,4.8,2.6,2.6,1.1
2019 / 2020,Ansião,7.0,5.3,5.3,1.5
2019 / 2020,Batalha,5.2,4.3,4.3,4.4
2019 / 2020,Castanheira de Pêra,2.2,0.8,0.8,
2019 / 2020,Figueiró dos Vinhos,2.0,1.8,1.2,1.2
2019 / 2020,Leiria,5.8,5.4,5.9,4.5
2019 / 2020,Marinha Grande,3.6,3.5,3.8,4.2
2019 / 2020,Pedrógão Grande,3.8,1.1,1.1,0.8
2019 / 2020,Pombal,4.1,5.9,5.0,3.1
2019 / 2020,Porto de Mós,6.8,6.2,3.6,4.6
2019 / 2020,Viseu Dão Lafões,4.0,3.3,3.3,3.7
2019 / 2020,Aguiar da Beira,18.7,4.9,4.7,4.7
2019 / 2020,Carregal do Sal,2.0,2.1,2.5,3.8
2019 / 2020,Castro Daire,5.4,4.5,2.7,2.6
2019 / 2020,Mangualde,5.0,4.6,4.3,3.7
2019 / 2020,Nelas,5.8,2.4,2.2,2.0
2019 / 2020,Oliveira de Frades,3.7,4.1,4.2,4.1
2019 / 2020,Penalva do Castelo,4.0,3.5,2.1,2.1
2019 / 2020,Santa Comba Dão,3.7,3.8,5.6,5.6
2019 / 2020,São Pedro do Sul,4.3,2.8,3.7,3.5
2019 / 2020,Sátão,4.4,2.2,2.5,3.0
2019 / 2020,Tondela,2.4,2.2,2.0,2.3
2019 / 2020,Vila Nova de Paiva,4.1,3.8,2.7,1.9
2019 / 2020,Viseu,4.4,4.0,4.2,5.6
2019 / 2020,Vouzela,2.9,2.1,3.2,3.6
2019 / 2020,Beira Baixa,5.9,3.9,3.3,2.6
2019 / 2020,Castelo Branco,6.4,4.8,3.7,2.7
2019 / 2020,Idanha-a-Nova,10.1,5.1,4.6,3.5
2019 / 2020,Oleiros,6.8,2.6,2.5,2.6
2019 / 2020,Penamacor,3.8,1.6,1.6,1.6
2019 / 2020,Proença-a-Nova,4.7,2.3,2.3,2.3
2019 / 2020,Vila Velha de Ródão,1.9,1.9,1.9,
2019 / 2020,Médio Tejo,3.6,3.4,3.2,3.2
2019 / 2020,Abrantes,1.7,4.3,4.5,4.2
2019 / 2020,Alcanena,4.5,6.0,3.1,2.7
2019 / 2020,Constância,1.7,2.0,2.0,2.0
2019 / 2020,Entroncamento,5.1,6.4,4.1,2.8
2019 / 2020,Ferreira do Zêzere,3.7,3.2,3.1,3.1
2019 / 2020,Mação,8.4,2.7,2.6,2.6
2019 / 2020,Ourém,4.8,3.0,3.1,4.0
2019 / 2020,Sardoal,10.0,1.6,1.6,1.6
2019 / 2020,Sertã,10.7,12.8,7.5,4.0
2019 / 2020,Tomar,3.9,3.1,3.2,3.9
2019 / 2020,Torres Novas,3.7,2.7,2.5,2.3
2019 / 2020,Vila de Rei,1.3,1.3,1.3,1.3
2019 / 2020,Vila Nova da Barquinha,4.4,2.8,2.7,2.8
2019 / 2020,Beiras e Serra da Estrela,6.0,3.2,2.8,2.7
2019 / 2020,Almeida,1.7,1.6,1.6,1.6
2019 / 2020,Belmonte,5.5,2.0,1.9,2.0
2019 / 2020,Celorico da Beira,10.6,3.0,3.0,3.0
2019 / 2020,Covilhã,7.5,3.9,2.8,2.9
2019 / 2020,Figueira de Castelo Rodrigo,17.6,1.3,1.5,1.5
2019 / 2020,Fornos de Algodres,3.6,2.5,2.5,2.5
2019 / 2020,Fundão,8.1,3.2,2.5,2.2
2019 / 2020,Gouveia,4.2,4.0,2.5,2.5
2019 / 2020,Guarda,7.6,3.3,3.5,3.2
2019 / 2020,Manteigas,4.6,2.6,2.6,2.3
2019 / 2020,Mêda,4.0,4.1,4.0,4.2
2019 / 2020,Pinhel,10.5,1.8,2.5,2.4
2019 / 2020,Sabugal,11.7,8.1,3.7,3.2
2019 / 2020,Seia,3.3,3.1,3.1,2.8
2019 / 2020,Trancoso,4.8,5.0,3.2,2.4
2019 / 2020,Área Metropolitana de Lisboa,6.1,4.9,4.7,3.9
2019 / 2020,Área Metropolitana de Lisboa,6.1,4.9,4.7,3.9
2019 / 2020,Alcochete,8.8,8.7,9.4,6.3
2019 / 2020,Almada,8.0,6.3,5.6,4.5
2019 / 2020,Amadora,4.9,4.0,3.6,2.5
2019 / 2020,Barreiro,6.0,5.5,5.4,3.4
2019 / 2020,Cascais,6.0,4.9,4.9,4.5
2019 / 2020,Lisboa,4.7,4.2,4.1,3.5
2019 / 2020,Loures,8.5,5.0,4.0,3.3
2019 / 2020,Mafra,7.2,10.6,10.7,8.5
2019 / 2020,Moita,7.4,5.2,4.7,3.1
2019 / 2020,Montijo,12.8,5.4,5.2,4.3
2019 / 2020,Odivelas,10.1,7.5,6.2,5.4
2019 / 2020,Oeiras,3.4,3.3,4.7,4.7
2019 / 2020,Palmela,8.2,5.0,7.5,8.6
2019 / 2020,Seixal,7.9,4.2,3.5,2.9
2019 / 2020,Sesimbra,5.9,5.9,5.8,6.1
2019 / 2020,Setúbal,7.3,5.4,5.3,4.1
2019 / 2020,Sintra,6.9,5.0,4.8,4.1
2019 / 2020,Vila Franca de Xira,7.7,6.4,6.1,4.7
2019 / 2020,Alentejo,4.6,3.4,3.3,3.4
2019 / 2020,Alentejo Litoral,4.6,3.2,2.7,2.8
2019 / 2020,Alcácer do Sal,4.6,3.5,3.5,4.7
2019 / 2020,Grândola,9.8,5.4,4.1,2.7
2019 / 2020,Odemira,2.9,2.3,2.3,3.8
2019 / 2020,Santiago do Cacém,4.0,2.9,2.2,2.1
2019 / 2020,Sines,17.4,4.4,3.3,2.3
2019 / 2020,Baixo Alentejo,5.5,3.2,3.3,2.9
2019 / 2020,Aljustrel,7.7,1.8,2.4,2.9
2019 / 2020,Almodôvar,9.1,2.7,2.7,2.7
2019 / 2020,Alvito,6.4,5.4,4.2,2.5
2019 / 2020,Barrancos,2.1,2.1,2.2,
2019 / 2020,Beja,7.3,6.2,5.4,4.1
2019 / 2020,Castro Verde,3.4,2.8,2.3,1.6
2019 / 2020,Cuba,2.0,2.1,2.2,2.5
2019 / 2020,Ferreira do Alentejo,3.9,2.6,2.7,2.6
2019 / 2020,Mértola,5.3,1.9,1.9,1.5
2019 / 2020,Moura,6.6,2.9,3.4,3.6
2019 / 2020,Ourique,5.5,2.9,3.0,3.0
2019 / 2020,Serpa,7.3,3.0,2.9,2.5
2019 / 2020,Vidigueira,3.1,2.5,2.5,2.6
2019 / 2020,Lezíria do Tejo,5.5,3.7,3.6,4.1
2019 / 2020,Almeirim,3.8,6.1,5.2,4.1
2019 / 2020,Alpiarça,5.4,2.8,2.8,2.8
2019 / 2020,Azambuja,6.6,2.9,2.8,4.4
2019 / 2020,Benavente,11.8,8.5,7.4,5.5
2019 / 2020,Cartaxo,7.7,5.6,4.5,3.8
2019 / 2020,Chamusca,3.6,2.3,2.3,2.3
2019 / 2020,Coruche,9.6,3.8,2.4,2.1
2019 / 2020,Golegã,6.9,2.2,2.1,2.2
2019 / 2020,Rio Maior,2.7,1.8,2.2,3.8
2019 / 2020,Salvaterra de Magos,8.1,4.9,4.8,4.6
2019 / 2020,Santarém,5.3,3.5,3.9,5.1
2019 / 2020,Alto Alentejo,3.3,2.6,2.7,3.4
2019 / 2020,Alter do Chão,9.6,1.1,1.4,2.0
2019 / 2020,Arronches,1.3,1.3,1.3,1.2
2019 / 2020,Avis,8.4,1.8,1.8,
2019 / 2020,Campo Maior,4.5,4.5,3.5,3.6
2019 / 2020,Castelo de Vide,10.0,1.4,1.4,
2019 / 2020,Crato,0.9,0.9,0.9,2.9
2019 / 2020,Elvas,3.5,3.8,4.0,3.6
2019 / 2020,Fronteira,2.9,3.2,3.1,
2019 / 2020,Gavião,1.4,1.4,1.3,1.3
2019 / 2020,Marvão,1.7,2.4,2.3,
2019 / 2020,Monforte,9.6,5.4,5.7,
2019 / 2020,Nisa,1.2,1.2,1.2,1.2
2019 / 2020,Ponte de Sor,4.1,2.8,4.8,4.9
2019 / 2020,Portalegre,5.9,3.0,3.7,4.1
2019 / 2020,Sousel,2.3,2.4,2.3,2.4
2019 / 2020,Alentejo Central,4.0,3.9,3.7,3.3
2019 / 2020,Alandroal,3.1,2.5,2.4,
2019 / 2020,Arraiolos,6.4,2.7,2.8,2.7
2019 / 2020,Borba,3.5,3.3,3.3,
2019 / 2020,Estremoz,5.2,3.7,4.8,6.6
2019 / 2020,Évora,6.6,5.3,5.1,3.4
2019 / 2020,Montemor-o-Novo,4.2,4.3,3.8,3.1
2019 / 2020,Mora,1.3,0.8,0.8,0.8
2019 / 2020,Mourão,7.7,7.1,7.6,
2019 / 2020,Portel,6.2,2.4,2.3,2.5
2019 / 2020,Redondo,4.2,4.2,4.2,4.3
2019 / 2020,Reguengos de Monsaraz,6.9,3.6,4.1,4.9
2019 / 2020,Vendas Novas,1.0,5.1,4.9,4.7
2019 / 2020,Viana do Alentejo,4.4,3.9,3.9,4.2
2019 / 2020,Vila Viçosa,6.4,5.0,1.8,1.7
2019 / 2020,Algarve,5.0,4.3,4.2,3.6
2019 / 2020,Algarve,5.0,4.3,4.2,3.6
2019 / 2020,Albufeira,7.1,5.5,5.3,4.3
2019 / 2020,Alcoutim,0.6,1.9,1.9,
2019 / 2020,Aljezur,6.7,5.4,4.2,2.2
2019 / 2020,Castro Marim,5.9,4.4,4.4,
2019 / 2020,Faro,5.1,4.8,4.8,3.3
2019 / 2020,Lagoa,3.6,3.3,3.0,2.6
2019 / 2020,Lagos,3.3,4.9,4.7,4.2
2019 / 2020,Loulé,5.6,3.5,3.4,2.2
2019 / 2020,Monchique,3.0,2.8,2.7,
2019 / 2020,Olhão,5.5,4.4,4.4,5.2
2019 / 2020,Portimão,3.7,4.2,4.3,4.0
2019 / 2020,São Brás de Alportel,6.4,5.4,5.2,3.6
2019 / 2020,Silves,9.8,3.8,3.8,4.0
2019 / 2020,Tavira,6.4,6.3,6.1,4.0
2019 / 2020,Vila do Bispo,10.8,3.9,4.1,
2019 / 2020,Vila Real de Santo António,4.4,4.7,5.2,5.6
2019 / 2020,Região Autónoma dos Açores,,,,
2019 / 2020,Região Autónoma dos Açores,,,,
2019 / 2020,Região Autónoma dos Açores,,,,
2019 / 2020,Angra do Heroísmo,,,,
2019 / 2020,Calheta,,,,
2019 / 2020,Corvo,,,,
2019 / 2020,Horta,,,,
2019 / 2020,Lagoa,,,,
2019 / 2020,Lajes das Flores,,,,
2019 / 2020,Lajes do Pico,,,,
2019 / 2020,Madalena,,,,
2019 / 2020,Nordeste,,,,
2019 / 2020,Ponta Delgada,,,,
2019 / 2020,Povoação,,,,
2019 / 2020,Ribeira Grande,,,,
2019 / 2020,Santa Cruz da Graciosa,,,,
2019 / 2020,Santa Cruz das Flores,,,,
2019 / 2020,São Roque do Pico,,,,
2019 / 2020,Velas,,,,
2019 / 2020,Vila da Praia da Vitória,,,,
2019 / 2020,Vila do Porto,,,,
2019 / 2020,Vila Franca do Campo,,,,
2019 / 2020,Região Autónoma da Madeira,,,,
2019 / 2020,Região Autónoma da Madeira,,,,
2019 / 2020,Região Autónoma da Madeira,,,,
2019 / 2020,Calheta,,,,
2019 / 2020,Câmara de Lobos,,,,
2019 / 2020,Funchal,,,,
2019 / 2020,Machico,,,,
2019 / 2020,Ponta do Sol,,,,
2019 / 2020,Porto Moniz,,,,
2019 / 2020,Porto Santo,,,,
2019 / 2020,Ribeira Brava,,,,
2019 / 2020,Santa Cruz,,,,
2019 / 2020,Santana,,,,
2019 / 2020,São Vicente,,,,
2018 / 2019,Portugal,,,,
2018 / 2019,Continente,5.8,4.5,4.3,3.8
2018 / 2019,Norte,5.3,4.2,4.1,3.9
2018 / 2019,Alto Minho,4.2,3.9,3.6,3.0
2018 / 2019,Arcos de Valdevez,6.3,4.1,4.3,3.0
2018 / 2019,Caminha,5.5,4.6,4.3,2.3
2018 / 2019,Melgaço,6.6,1.8,1.8,1.4
2018 / 2019,Monção,2.4,4.2,3.2,2.5
2018 / 2019,Paredes de Coura,2.1,4.3,4.3,2.4
2018 / 2019,Ponte da Barca,4.0,4.0,2.8,1.8
2018 / 2019,Ponte de Lima,4.2,3.8,3.8,4.4
2018 / 2019,Valença,7.2,5.7,5.7,3.0
2018 / 2019,Viana do Castelo,4.6,3.7,3.5,3.4
2018 / 2019,Vila Nova de Cerveira,2.7,4.1,4.1,2.5
2018 / 2019,Cávado,5.7,3.9,3.7,3.9
2018 / 2019,Amares,7.4,5.2,5.5,5.7
2018 / 2019,Barcelos,5.3,4.3,3.8,3.8
2018 / 2019,Braga,6.3,4.2,4.1,4.2
2018 / 2019,Esposende,5.5,3.2,3.2,3.3
2018 / 2019,Terras de Bouro,2.3,1.4,1.5,2.0
2018 / 2019,Vila Verde,5.4,3.0,3.0,2.9
2018 / 2019,Ave,4.5,4.3,4.1,4.2
2018 / 2019,Cabeceiras de Basto,5.1,6.3,6.3,9.4
2018 / 2019,Fafe,7.1,4.2,3.8,4.9
2018 / 2019,Guimarães,4.8,4.1,4.0,5.5
2018 / 2019,Mondim de Basto,2.2,2.5,2.5,2.5
2018 / 2019,Póvoa de Lanhoso,2.4,3.8,3.7,3.4
2018 / 2019,Vieira do Minho,1.7,3.4,3.4,3.4
2018 / 2019,Vila Nova de Famalicão,6.0,4.6,4.2,3.3
2018 / 2019,Vizela,2.3,5.1,5.0,4.4
2018 / 2019,Área Metropolitana do Porto,5.6,4.6,4.6,4.0
2018 / 2019,Arouca,6.7,3.3,4.4,4.5
2018 / 2019,Espinho,6.2,4.2,5.0,4.4
2018 / 2019,Gondomar,5.2,5.1,4.6,4.1
2018 / 2019,Maia,4.7,5.1,5.3,5.5
2018 / 2019,Matosinhos,6.2,5.1,4.6,3.4
2018 / 2019,Oliveira de Azeméis,4.9,2.9,2.9,3.3
2018 / 2019,Paredes,9.5,4.5,5.1,5.2
2018 / 2019,Porto,6.1,4.8,4.9,4.0
2018 / 2019,Póvoa de Varzim,6.4,4.9,5.0,5.1
2018 / 2019,Santa Maria da Feira,2.4,3.0,3.2,2.8
2018 / 2019,Santo Tirso,5.7,3.8,4.3,3.0
2018 / 2019,São João da Madeira,6.6,4.6,4.8,4.1
2018 / 2019,Trofa,5.8,4.5,6.8,8.8
2018 / 2019,Vale de Cambra,9.0,5.9,5.8,5.9
2018 / 2019,Valongo,5.4,4.8,4.4,4.8
2018 / 2019,Vila do Conde,11.2,4.7,4.5,3.8
2018 / 2019,Vila Nova de Gaia,7.3,5.8,4.7,3.9
2018 / 2019,Alto Tâmega,5.2,2.7,3.2,3.2
2018 / 2019,Boticas,,3.4,3.4,
2018 / 2019,Chaves,6.1,2.3,3.8,3.6
2018 / 2019,Montalegre,2.1,1.8,1.7,1.8
2018 / 2019,Ribeira de Pena,14.1,3.5,3.5,3.0
2018 / 2019,Valpaços,8.5,4.5,3.7,3.3
2018 / 2019,Vila Pouca de Aguiar,2.8,2.9,2.9,2.8
2018 / 2019,Tâmega e Sousa,5.6,4.7,4.9,5.1
2018 / 2019,Amarante,11.0,8.9,7.4,7.0
2018 / 2019,Baião,5.6,4.7,4.6,5.7
2018 / 2019,Castelo de Paiva,10.2,6.1,6.0,9.1
2018 / 2019,Celorico de Basto,14.8,5.3,5.0,2.2
2018 / 2019,Cinfães,8.8,3.1,2.9,3.1
2018 / 2019,Felgueiras,4.8,5.0,5.0,4.5
2018 / 2019,Lousada,3.9,4.2,5.6,6.3
2018 / 2019,Marco de Canaveses,8.7,4.8,4.9,5.0
2018 / 2019,Paços de Ferreira,6.5,3.9,4.5,5.7
2018 / 2019,Penafiel,3.8,4.5,4.3,5.2
2018 / 2019,Resende,3.7,4.4,5.4,5.5
2018 / 2019,Douro,5.2,2.8,2.9,2.8
2018 / 2019,Alijó,5.5,1.3,1.9,2.5
2018 / 2019,Armamar,7.6,3.8,3.7,3.7
2018 / 2019,Carrazeda de Ansiães,0.9,1.4,1.4,1.4
2018 / 2019,Freixo de Espada à Cinta,12.0,2.0,2.0,
2018 / 2019,Lamego,3.3,2.6,3.8,4.3
2018 / 2019,Mesão Frio,3.1,2.0,2.0,2.1
2018 / 2019,Moimenta da Beira,8.9,3.0,3.0,3.0
2018 / 2019,Murça,4.4,3.0,3.1,3.5
2018 / 2019,Penedono,2.9,1.6,1.5,
2018 / 2019,Peso da Régua,8.2,3.2,4.4,2.2
2018 / 2019,Sabrosa,29.2,2.5,2.5,2.5
2018 / 2019,Santa Marta de Penaguião,9.6,2.0,2.0,
2018 / 2019,São João da Pesqueira,5.9,2.3,2.0,1.1
2018 / 2019,Sernancelhe,3.8,4.0,3.8,1.7
2018 / 2019,Tabuaço,2.1,2.2,2.1,2.1
2018 / 2019,Tarouca,10.1,1.3,1.3,1.3
2018 / 2019,Torre de Moncorvo,5.0,2.0,2.0,2.0
2018 / 2019,Vila Nova de Foz Côa,2.3,2.0,2.0,2.0
2018 / 2019,Vila Real,10.6,6.6,4.8,3.9
2018 / 2019,Terras de Trás-os-Montes,3.4,2.2,2.5,2.6
2018 / 2019,Alfândega da Fé,9.9,1.3,1.3,1.3
2018 / 2019,Bragança,2.9,2.2,2.8,3.3
2018 / 2019,Macedo de Cavaleiros,2.7,3.0,3.1,2.6
2018 / 2019,Miranda do Douro,2.2,1.2,1.1,1.0
2018 / 2019,Mirandela,4.5,3.8,5.2,4.9
2018 / 2019,Mogadouro,3.2,1.3,1.4,1.3
2018 / 2019,Vila Flor,7.4,1.5,1.6,1.6
2018 / 2019,Vimioso,5.1,1.5,1.5,
2018 / 2019,Vinhais,4.1,2.8,2.8,2.9
2018 / 2019,Centro,5.5,4.2,4.0,3.5
2018 / 2019,Oeste,6.5,5.5,5.3,4.3
2018 / 2019,Alcobaça,6.5,4.0,4.1,3.4
2018 / 2019,Alenquer,6.5,6.2,6.2,5.4
2018 / 2019,Arruda dos Vinhos,3.1,6.8,5.5,4.5
2018 / 2019,Bombarral,9.3,5.3,5.3,5.4
2018 / 2019,Cadaval,3.6,2.8,2.8,2.8
2018 / 2019,Caldas da Rainha,7.9,8.5,6.2,4.5
2018 / 2019,Lourinhã,11.8,7.2,6.7,2.8
2018 / 2019,Nazaré,5.4,8.2,7.6,4.5
2018 / 2019,Óbidos,8.1,7.9,11.5,11.1
2018 / 2019,Peniche,7.9,4.4,4.0,2.7
2018 / 2019,Sobral de Monte Agraço,11.7,5.5,5.4,5.5
2018 / 2019,Torres Vedras,6.2,5.4,5.5,5.0
2018 / 2019,Região de Aveiro,5.4,5.0,4.5,4.1
2018 / 2019,Águeda,5.3,4.9,3.9,3.7
2018 / 2019,Albergaria-a-Velha,14.0,7.8,5.6,5.5
2018 / 2019,Anadia,5.4,6.0,6.0,6.0
2018 / 2019,Aveiro,6.7,5.5,4.6,4.8
2018 / 2019,Estarreja,4.5,3.9,3.6,4.3
2018 / 2019,Ílhavo,3.2,4.0,4.1,4.8
2018 / 2019,Murtosa,13.9,11.7,12.9,16.0
2018 / 2019,Oliveira do Bairro,8.2,7.2,7.1,4.4
2018 / 2019,Ovar,5.4,3.2,3.2,3.6
2018 / 2019,Sever do Vouga,1.6,6.0,6.2,1.3
2018 / 2019,Vagos,7.4,6.0,5.6,5.3
2018 / 2019,Região de Coimbra,5.8,4.0,3.7,3.1
2018 / 2019,Arganil,4.5,2.3,2.3,1.7
2018 / 2019,Cantanhede,7.4,2.9,3.3,4.0
2018 / 2019,Coimbra,6.3,4.7,4.5,3.4
2018 / 2019,Condeixa-a-Nova,3.2,6.4,4.7,3.7
2018 / 2019,Figueira da Foz,7.9,4.6,3.9,3.5
2018 / 2019,Góis,2.5,2.3,2.3,
2018 / 2019,Lousã,9.8,10.8,6.7,2.0
2018 / 2019,Mealhada,7.3,4.4,3.8,2.3
2018 / 2019,Mira,6.8,4.1,2.4,2.4
2018 / 2019,Miranda do Corvo,5.4,3.3,3.3,4.1
2018 / 2019,Montemor-o-Velho,6.0,3.6,3.3,2.4
2018 / 2019,Mortágua,4.4,3.8,3.7,3.5
2018 / 2019,Oliveira do Hospital,7.1,3.1,3.0,2.8
2018 / 2019,Pampilhosa da Serra,2.8,2.2,2.2,2.2
2018 / 2019,Penacova,2.2,2.5,2.6,3.6
2018 / 2019,Penela,2.8,2.5,2.5,0.7
2018 / 2019,Soure,5.8,5.1,2.9,2.6
2018 / 2019,Tábua,3.8,2.1,3.3,2.9
2018 / 2019,Vila Nova de Poiares,3.5,2.5,2.5,2.5
2018 / 2019,Região de Leiria,6.4,4.6,4.3,3.5
2018 / 2019,Alvaiázere,4.8,2.6,2.6,1.3
2018 / 2019,Ansião,6.5,6.2,6.2,1.6
2018 / 2019,Batalha,5.8,4.4,4.2,4.6
2018 / 2019,Castanheira de Pêra,2.3,0.9,0.9,
2018 / 2019,Figueiró dos Vinhos,2.7,2.5,1.2,1.2
2018 / 2019,Leiria,7.8,5.5,5.8,5.0
2018 / 2019,Marinha Grande,6.9,3.7,3.8,4.2
2018 / 2019,Pedrógão Grande,3.7,1.3,1.3,1.2
2018 / 2019,Pombal,5.0,5.1,4.5,3.5
2018 / 2019,Porto de Mós,6.0,5.7,3.5,4.2
2018 / 2019,Viseu Dão Lafões,5.0,3.5,3.5,3.8
2018 / 2019,Aguiar da Beira,17.7,5.5,5.7,5.6
2018 / 2019,Carregal do Sal,2.5,2.0,2.4,3.8
2018 / 2019,Castro Daire,5.4,4.3,3.1,2.5
2018 / 2019,Mangualde,5.0,4.9,4.4,3.7
2018 / 2019,Nelas,8.5,3.6,3.3,3.2
2018 / 2019,Oliveira de Frades,4.8,6.9,7.1,6.9
2018 / 2019,Penalva do Castelo,4.2,3.7,1.9,1.9
2018 / 2019,Santa Comba Dão,3.2,2.3,3.5,3.5
2018 / 2019,São Pedro do Sul,4.5,3.0,3.9,3.4
2018 / 2019,Sátão,4.4,2.2,2.9,4.4
2018 / 2019,Tondela,3.0,2.3,2.1,2.6
2018 / 2019,Vila Nova de Paiva,4.5,3.8,2.9,1.8
2018 / 2019,Viseu,6.9,4.3,4.2,5.0
2018 / 2019,Vouzela,2.9,2.4,2.9,3.2
2018 / 2019,Beira Baixa,5.6,3.8,3.5,3.4
2018 / 2019,Castelo Branco,7.0,4.7,4.0,3.5
2018 / 2019,Idanha-a-Nova,8.0,2.2,2.2,2.5
2018 / 2019,Oleiros,1.0,,68.0,
2018 / 2019,Penamacor,3.4,1.7,1.8,1.7
2018 / 2019,Proença-a-Nova,10.8,3.1,3.0,3.1
2018 / 2019,Vila Velha de Ródão,1.9,1.9,1.9,
2018 / 2019,Médio Tejo,3.7,3.5,3.4,3.5
2018 / 2019,Abrantes,1.9,6.0,6.2,4.6
2018 / 2019,Alcanena,4.5,5.5,3.0,2.8
2018 / 2019,Constância,1.6,2.7,2.7,2.7
2018 / 2019,Entroncamento,5.5,5.9,4.4,3.5
2018 / 2019,Ferreira do Zêzere,3.9,3.2,3.2,3.3
2018 / 2019,Mação,8.8,2.9,2.8,2.8
2018 / 2019,Ourém,5.2,3.5,3.4,4.2
2018 / 2019,Sardoal,5.9,1.7,1.6,1.7
2018 / 2019,Sertã,4.0,5.8,6.6,4.0
2018 / 2019,Tomar,4.9,2.9,3.3,3.5
2018 / 2019,Torres Novas,3.8,2.9,2.7,2.6
2018 / 2019,Vila de Rei,1.3,1.3,1.3,1.3
2018 / 2019,Vila Nova da Barquinha,6.0,2.6,2.6,2.5
2018 / 2019,Beiras e Serra da Estrela,5.7,3.3,3.0,2.8
2018 / 2019,Almeida,2.0,1.9,1.9,1.9
2018 / 2019,Belmonte,10.8,2.0,2.0,2.0
2018 / 2019,Celorico da Beira,12.3,3.0,3.1,3.0
2018 / 2019,Covilhã,5.7,4.1,2.9,2.9
2018 / 2019,Figueira de Castelo Rodrigo,16.9,2.0,1.5,1.5
2018 / 2019,Fornos de Algodres,3.4,2.4,2.4,2.4
2018 / 2019,Fundão,10.2,3.9,3.0,2.4
2018 / 2019,Gouveia,4.2,4.0,2.5,2.6
2018 / 2019,Guarda,7.2,3.1,3.6,3.3
2018 / 2019,Manteigas,4.8,2.6,2.5,2.4
2018 / 2019,Mêda,3.9,3.9,3.9,3.9
2018 / 2019,Pinhel,10.4,1.9,2.5,2.5
2018 / 2019,Sabugal,5.7,4.8,4.1,3.5
2018 / 2019,Seia,3.1,3.6,3.9,2.9
2018 / 2019,Trancoso,4.7,5.6,3.0,2.5
2018 / 2019,Área Metropolitana de Lisboa,7.2,5.1,4.9,4.1
2018 / 2019,Área Metropolitana de Lisboa,7.2,5.1,4.9,4.1
2018 / 2019,Alcochete,10.6,9.1,8.9,4.0
2018 / 2019,Almada,8.5,6.0,5.2,4.3
2018 / 2019,Amadora,6.0,4.4,3.8,2.4
2018 / 2019,Barreiro,7.4,5.8,5.6,3.3
2018 / 2019,Cascais,6.8,5.3,5.2,4.9
2018 / 2019,Lisboa,5.8,4.4,4.3,3.8
2018 / 2019,Loures,8.7,4.9,4.0,3.2
2018 / 2019,Mafra,7.6,9.1,9.3,7.4
2018 / 2019,Moita,10.2,4.1,3.6,3.0
2018 / 2019,Montijo,11.8,6.4,5.1,4.0
2018 / 2019,Odivelas,9.7,6.0,5.7,5.1
2018 / 2019,Oeiras,5.8,5.2,5.7,5.5
2018 / 2019,Palmela,8.7,5.1,8.7,10.5
2018 / 2019,Seixal,11.4,5.1,4.5,3.9
2018 / 2019,Sesimbra,7.7,5.6,5.4,5.2
2018 / 2019,Setúbal,7.8,4.8,5.1,3.8
2018 / 2019,Sintra,7.6,5.0,5.0,4.7
2018 / 2019,Vila Franca de Xira,6.7,7.1,6.7,4.5
2018 / 2019,Alentejo,4.7,3.7,3.5,3.5
2018 / 2019,Alentejo Litoral,5.7,3.5,3.1,3.3
2018 / 2019,Alcácer do Sal,5.2,3.1,2.9,4.8
2018 / 2019,Grândola,14.7,5.6,4.6,3.6
2018 / 2019,Odemira,3.7,2.7,2.6,3.6
2018 / 2019,Santiago do Cacém,5.0,3.7,3.2,3.5
2018 / 2019,Sines,12.1,3.8,2.8,2.4
2018 / 2019,Baixo Alentejo,5.5,3.3,3.2,3.0
