year,region,proportion_STEM_higher_ed
2019 / 2020,Mortágua,
2019 / 2020,Oliveira do Hospital,30.0
2019 / 2020,Pampilhosa da Serra,
2019 / 2020,Penacova,
2019 / 2020,Penela,
2019 / 2020,Soure,
2019 / 2020,Tábua,
2019 / 2020,Vila Nova de Poiares,
2019 / 2020,Região de Leiria,35.1
2019 / 2020,Alvaiázere,
2019 / 2020,Ansião,
2019 / 2020,Batalha,
2019 / 2020,Castanheira de Pêra,
2019 / 2020,Figueiró dos Vinhos,
2019 / 2020,Leiria,34.8
2019 / 2020,Marinha Grande,53.2
2019 / 2020,Pedrógão Grande,
2019 / 2020,Pombal,
2019 / 2020,Porto de Mós,
2019 / 2020,Viseu Dão Lafões,21.5
2019 / 2020,Aguiar da Beira,
2019 / 2020,Carregal do Sal,
2019 / 2020,Castro Daire,
2019 / 2020,Mangualde,
2019 / 2020,Nelas,
2019 / 2020,Oliveira de Frades,
2019 / 2020,Penalva do Castelo,
2019 / 2020,Santa Comba Dão,
2019 / 2020,São Pedro do Sul,
2019 / 2020,Sátão,
2019 / 2020,Tondela,
2019 / 2020,Vila Nova de Paiva,
2019 / 2020,Viseu,21.5
2019 / 2020,Vouzela,
2019 / 2020,Beira Baixa,20.4
2019 / 2020,Castelo Branco,23.5
2019 / 2020,Idanha-a-Nova,
2019 / 2020,Oleiros,
2019 / 2020,Penamacor,
2019 / 2020,Proença-a-Nova,
2019 / 2020,Vila Velha de Ródão,
2019 / 2020,Médio Tejo,34.7
2019 / 2020,Abrantes,45.3
2019 / 2020,Alcanena,
2019 / 2020,Constância,
2019 / 2020,Entroncamento,
2019 / 2020,Ferreira do Zêzere,
2019 / 2020,Mação,
2019 / 2020,Ourém,
2019 / 2020,Sardoal,
2019 / 2020,Sertã,
2019 / 2020,Tomar,32.2
2019 / 2020,Torres Novas,
2019 / 2020,Vila de Rei,
2019 / 2020,Vila Nova da Barquinha,
2019 / 2020,Beiras e Serra da Estrela,29.5
2019 / 2020,Almeida,
2019 / 2020,Belmonte,
2019 / 2020,Celorico da Beira,
2019 / 2020,Covilhã,34.6
2019 / 2020,Figueira de Castelo Rodrigo,
2019 / 2020,Fornos de Algodres,
2019 / 2020,Fundão,
2019 / 2020,Gouveia,
2019 / 2020,Guarda,20.5
2019 / 2020,Manteigas,
2019 / 2020,Mêda,
2019 / 2020,Pinhel,
2019 / 2020,Sabugal,
2019 / 2020,Seia,
2019 / 2020,Trancoso,
2019 / 2020,Área Metropolitana de Lisboa,29.2
2019 / 2020,Área Metropolitana de Lisboa,29.2
2019 / 2020,Alcochete,
2019 / 2020,Almada,71.1
2019 / 2020,Amadora,
2019 / 2020,Barreiro,100.0
2019 / 2020,Cascais,
2019 / 2020,Lisboa,25.6
2019 / 2020,Loures,
2019 / 2020,Mafra,
2019 / 2020,Moita,
2019 / 2020,Montijo,
2019 / 2020,Odivelas,
2019 / 2020,Oeiras,47.5
2019 / 2020,Palmela,
2019 / 2020,Seixal,
2019 / 2020,Sesimbra,
2019 / 2020,Setúbal,40.9
2019 / 2020,Sintra,
2019 / 2020,Vila Franca de Xira,
2019 / 2020,Alentejo,17.5
2019 / 2020,Alentejo Litoral,
2019 / 2020,Alcácer do Sal,
2019 / 2020,Grândola,
2019 / 2020,Odemira,
2019 / 2020,Santiago do Cacém,
2019 / 2020,Sines,
2019 / 2020,Baixo Alentejo,19.7
2019 / 2020,Aljustrel,
2019 / 2020,Almodôvar,
2019 / 2020,Alvito,
2019 / 2020,Barrancos,
2019 / 2020,Beja,19.7
2019 / 2020,Castro Verde,
2019 / 2020,Cuba,
2019 / 2020,Ferreira do Alentejo,
2019 / 2020,Mértola,
2019 / 2020,Moura,
2019 / 2020,Ourique,
2019 / 2020,Serpa,
2019 / 2020,Vidigueira,
2019 / 2020,Lezíria do Tejo,8.3
2019 / 2020,Almeirim,
2019 / 2020,Alpiarça,
2019 / 2020,Azambuja,
2019 / 2020,Benavente,
2019 / 2020,Cartaxo,
2019 / 2020,Chamusca,
2019 / 2020,Coruche,
2019 / 2020,Golegã,
2019 / 2020,Rio Maior,
2019 / 2020,Salvaterra de Magos,
2019 / 2020,Santarém,10.6
2019 / 2020,Alto Alentejo,7.4
2019 / 2020,Alter do Chão,
2019 / 2020,Arronches,
2019 / 2020,Avis,
2019 / 2020,Campo Maior,
2019 / 2020,Castelo de Vide,
2019 / 2020,Crato,
2019 / 2020,Elvas,
2019 / 2020,Fronteira,
2019 / 2020,Gavião,
2019 / 2020,Marvão,
2019 / 2020,Monforte,
2019 / 2020,Nisa,
2019 / 2020,Ponte de Sor,
2019 / 2020,Portalegre,9.1
2019 / 2020,Sousel,
2019 / 2020,Alentejo Central,25.5
2019 / 2020,Alandroal,
2019 / 2020,Arraiolos,
2019 / 2020,Borba,
2019 / 2020,Estremoz,
2019 / 2020,Évora,25.5
2019 / 2020,Montemor-o-Novo,
2019 / 2020,Mora,
2019 / 2020,Mourão,
2019 / 2020,Portel,
2019 / 2020,Redondo,
2019 / 2020,Reguengos de Monsaraz,
2019 / 2020,Vendas Novas,
2019 / 2020,Viana do Alentejo,
2019 / 2020,Vila Viçosa,
2019 / 2020,Algarve,26.4
2019 / 2020,Algarve,26.4
2019 / 2020,Albufeira,
2019 / 2020,Alcoutim,
2019 / 2020,Aljezur,
2019 / 2020,Castro Marim,
2019 / 2020,Faro,28.5
2019 / 2020,Lagoa,
2019 / 2020,Lagos,
2019 / 2020,Loulé,
2019 / 2020,Monchique,
2019 / 2020,Olhão,
2019 / 2020,Portimão,10.1
2019 / 2020,São Brás de Alportel,
2019 / 2020,Silves,
2019 / 2020,Tavira,
2019 / 2020,Vila do Bispo,
2019 / 2020,Vila Real de Santo António,
2019 / 2020,Região Autónoma dos Açores,18.7
2019 / 2020,Região Autónoma dos Açores,18.7
2019 / 2020,Região Autónoma dos Açores,18.7
2019 / 2020,Angra do Heroísmo,15.3
2019 / 2020,Calheta,
2019 / 2020,Corvo,
2019 / 2020,Horta,
2019 / 2020,Lagoa,
2019 / 2020,Lajes das Flores,
2019 / 2020,Lajes do Pico,
2019 / 2020,Madalena,
2019 / 2020,Nordeste,
2019 / 2020,Ponta Delgada,19.2
2019 / 2020,Povoação,
2019 / 2020,Ribeira Grande,
2019 / 2020,Santa Cruz da Graciosa,
2019 / 2020,Santa Cruz das Flores,
2019 / 2020,São Roque do Pico,
2019 / 2020,Velas,
2019 / 2020,Vila da Praia da Vitória,
2019 / 2020,Vila do Porto,
2019 / 2020,Vila Franca do Campo,
2019 / 2020,Região Autónoma da Madeira,24.0
2019 / 2020,Região Autónoma da Madeira,24.0
2019 / 2020,Região Autónoma da Madeira,24.0
2019 / 2020,Calheta,
2019 / 2020,Câmara de Lobos,
2019 / 2020,Funchal,24.0
2019 / 2020,Machico,
2019 / 2020,Ponta do Sol,
2019 / 2020,Porto Moniz,
2019 / 2020,Porto Santo,
2019 / 2020,Ribeira Brava,
2019 / 2020,Santa Cruz,
2019 / 2020,Santana,
2019 / 2020,São Vicente,
2018 / 2019,Portugal,29.6
2018 / 2019,Continente,29.7
2018 / 2019,Norte,30.2
2018 / 2019,Alto Minho,29.6
2018 / 2019,Arcos de Valdevez,
2018 / 2019,Caminha,
2018 / 2019,Melgaço,
2018 / 2019,Monção,
2018 / 2019,Paredes de Coura,
2018 / 2019,Ponte da Barca,
2018 / 2019,Ponte de Lima,14.0
2018 / 2019,Valença,
2018 / 2019,Viana do Castelo,36.3
2018 / 2019,Vila Nova de Cerveira,89.1
2018 / 2019,Cávado,40.3
2018 / 2019,Amares,
2018 / 2019,Barcelos,29.1
2018 / 2019,Braga,43.2
2018 / 2019,Esposende,
2018 / 2019,Terras de Bouro,
2018 / 2019,Vila Verde,
2018 / 2019,Ave,14.0
2018 / 2019,Cabeceiras de Basto,
2018 / 2019,Fafe,8.6
2018 / 2019,Guimarães,
2018 / 2019,Mondim de Basto,
2018 / 2019,Póvoa de Lanhoso,
2018 / 2019,Vieira do Minho,
2018 / 2019,Vila Nova de Famalicão,16.4
2018 / 2019,Vizela,
2018 / 2019,Área Metropolitana do Porto,27.9
2018 / 2019,Arouca,
2018 / 2019,Espinho,
2018 / 2019,Gondomar,
2018 / 2019,Maia,6.6
2018 / 2019,Matosinhos,0.4
2018 / 2019,Oliveira de Azeméis,31.6
2018 / 2019,Paredes,11.4
2018 / 2019,Porto,34.1
2018 / 2019,Póvoa de Varzim,
2018 / 2019,Santa Maria da Feira,17.4
2018 / 2019,Santo Tirso,
2018 / 2019,São João da Madeira,
2018 / 2019,Trofa,
2018 / 2019,Vale de Cambra,
2018 / 2019,Valongo,
2018 / 2019,Vila do Conde,8.0
2018 / 2019,Vila Nova de Gaia,12.0
2018 / 2019,Alto Tâmega,
2018 / 2019,Boticas,
2018 / 2019,Chaves,
2018 / 2019,Montalegre,
2018 / 2019,Ribeira de Pena,
2018 / 2019,Valpaços,
2018 / 2019,Vila Pouca de Aguiar,
2018 / 2019,Tâmega e Sousa,32.6
2018 / 2019,Amarante,
2018 / 2019,Baião,
2018 / 2019,Castelo de Paiva,
2018 / 2019,Celorico de Basto,
2018 / 2019,Cinfães,
2018 / 2019,Felgueiras,37.2
2018 / 2019,Lousada,
2018 / 2019,Marco de Canaveses,
2018 / 2019,Paços de Ferreira,
2018 / 2019,Penafiel,
2018 / 2019,Resende,
2018 / 2019,Douro,29.9
2018 / 2019,Alijó,
2018 / 2019,Armamar,
2018 / 2019,Carrazeda de Ansiães,
2018 / 2019,Freixo de Espada à Cinta,
2018 / 2019,Lamego,14.3
2018 / 2019,Mesão Frio,
2018 / 2019,Moimenta da Beira,
2018 / 2019,Murça,
2018 / 2019,Penedono,
2018 / 2019,Peso da Régua,
2018 / 2019,Sabrosa,
2018 / 2019,Santa Marta de Penaguião,
2018 / 2019,São João da Pesqueira,
2018 / 2019,Sernancelhe,
2018 / 2019,Tabuaço,
2018 / 2019,Tarouca,
2018 / 2019,Torre de Moncorvo,
2018 / 2019,Vila Nova de Foz Côa,
2018 / 2019,Vila Real,31.2
2018 / 2019,Terras de Trás-os-Montes,28.1
2018 / 2019,Alfândega da Fé,
2018 / 2019,Bragança,32.7
2018 / 2019,Macedo de Cavaleiros,
2018 / 2019,Miranda do Douro,
2018 / 2019,Mirandela,6.0
2018 / 2019,Mogadouro,
2018 / 2019,Vila Flor,
2018 / 2019,Vimioso,
2018 / 2019,Vinhais,
2018 / 2019,Centro,32.0
2018 / 2019,Oeste,10.3
2018 / 2019,Alcobaça,
2018 / 2019,Alenquer,
2018 / 2019,Arruda dos Vinhos,
2018 / 2019,Bombarral,
2018 / 2019,Cadaval,
2018 / 2019,Caldas da Rainha,
2018 / 2019,Lourinhã,
2018 / 2019,Nazaré,
2018 / 2019,Óbidos,
2018 / 2019,Peniche,22.9
2018 / 2019,Sobral de Monte Agraço,
2018 / 2019,Torres Vedras,
2018 / 2019,Região de Aveiro,48.9
2018 / 2019,Águeda,47.6
2018 / 2019,Albergaria-a-Velha,
2018 / 2019,Anadia,
2018 / 2019,Aveiro,49.0
2018 / 2019,Estarreja,
2018 / 2019,Ílhavo,
2018 / 2019,Murtosa,
2018 / 2019,Oliveira do Bairro,
2018 / 2019,Ovar,
2018 / 2019,Sever do Vouga,
2018 / 2019,Vagos,
2018 / 2019,Região de Coimbra,30.1
2018 / 2019,Arganil,
2018 / 2019,Cantanhede,
2018 / 2019,Coimbra,30.2
2018 / 2019,Condeixa-a-Nova,
2018 / 2019,Figueira da Foz,
2018 / 2019,Góis,
2018 / 2019,Lousã,
2018 / 2019,Mealhada,
2018 / 2019,Mira,
2018 / 2019,Miranda do Corvo,
2018 / 2019,Montemor-o-Velho,
2018 / 2019,Mortágua,
2018 / 2019,Oliveira do Hospital,26.6
2018 / 2019,Pampilhosa da Serra,
2018 / 2019,Penacova,
2018 / 2019,Penela,
2018 / 2019,Soure,
2018 / 2019,Tábua,
2018 / 2019,Vila Nova de Poiares,
2018 / 2019,Região de Leiria,35.6
2018 / 2019,Alvaiázere,
2018 / 2019,Ansião,
2018 / 2019,Batalha,
2018 / 2019,Castanheira de Pêra,
2018 / 2019,Figueiró dos Vinhos,
2018 / 2019,Leiria,35.4
2018 / 2019,Marinha Grande,46.9
2018 / 2019,Pedrógão Grande,
2018 / 2019,Pombal,
2018 / 2019,Porto de Mós,
2018 / 2019,Viseu Dão Lafões,21.4
2018 / 2019,Aguiar da Beira,
2018 / 2019,Carregal do Sal,
2018 / 2019,Castro Daire,
2018 / 2019,Mangualde,
2018 / 2019,Nelas,
2018 / 2019,Oliveira de Frades,
2018 / 2019,Penalva do Castelo,
2018 / 2019,Santa Comba Dão,
2018 / 2019,São Pedro do Sul,
2018 / 2019,Sátão,
2018 / 2019,Tondela,
2018 / 2019,Vila Nova de Paiva,
2018 / 2019,Viseu,21.4
2018 / 2019,Vouzela,
2018 / 2019,Beira Baixa,19.7
2018 / 2019,Castelo Branco,22.5
2018 / 2019,Idanha-a-Nova,
2018 / 2019,Oleiros,
2018 / 2019,Penamacor,
2018 / 2019,Proença-a-Nova,
2018 / 2019,Vila Velha de Ródão,
2018 / 2019,Médio Tejo,35.0
2018 / 2019,Abrantes,50.1
2018 / 2019,Alcanena,
2018 / 2019,Constância,
2018 / 2019,Entroncamento,
2018 / 2019,Ferreira do Zêzere,
2018 / 2019,Mação,
2018 / 2019,Ourém,
2018 / 2019,Sardoal,
2018 / 2019,Sertã,
2018 / 2019,Tomar,31.8
2018 / 2019,Torres Novas,
2018 / 2019,Vila de Rei,
2018 / 2019,Vila Nova da Barquinha,
2018 / 2019,Beiras e Serra da Estrela,29.2
2018 / 2019,Almeida,
2018 / 2019,Belmonte,
2018 / 2019,Celorico da Beira,
2018 / 2019,Covilhã,34.3
2018 / 2019,Figueira de Castelo Rodrigo,
2018 / 2019,Fornos de Algodres,
2018 / 2019,Fundão,
2018 / 2019,Gouveia,
2018 / 2019,Guarda,17.8
2018 / 2019,Manteigas,
2018 / 2019,Mêda,
2018 / 2019,Pinhel,
2018 / 2019,Sabugal,
2018 / 2019,Seia,
2018 / 2019,Trancoso,
2018 / 2019,Área Metropolitana de Lisboa,29.5
2018 / 2019,Área Metropolitana de Lisboa,29.5
2018 / 2019,Alcochete,
2018 / 2019,Almada,72.5
2018 / 2019,Amadora,
2018 / 2019,Barreiro,100.0
2018 / 2019,Cascais,
2018 / 2019,Lisboa,25.3
2018 / 2019,Loures,
2018 / 2019,Mafra,
2018 / 2019,Moita,
2018 / 2019,Montijo,
2018 / 2019,Odivelas,
2018 / 2019,Oeiras,47.0
2018 / 2019,Palmela,
2018 / 2019,Seixal,
2018 / 2019,Sesimbra,
2018 / 2019,Setúbal,38.4
2018 / 2019,Sintra,
2018 / 2019,Vila Franca de Xira,
2018 / 2019,Alentejo,17.7
2018 / 2019,Alentejo Litoral,
2018 / 2019,Alcácer do Sal,
2018 / 2019,Grândola,
2018 / 2019,Odemira,
2018 / 2019,Santiago do Cacém,
2018 / 2019,Sines,
2018 / 2019,Baixo Alentejo,20.1
2018 / 2019,Aljustrel,
2018 / 2019,Almodôvar,
2018 / 2019,Alvito,
2018 / 2019,Barrancos,
2018 / 2019,Beja,20.1
2018 / 2019,Castro Verde,
2018 / 2019,Cuba,
2018 / 2019,Ferreira do Alentejo,
2018 / 2019,Mértola,
2018 / 2019,Moura,
2018 / 2019,Ourique,
2018 / 2019,Serpa,
2018 / 2019,Vidigueira,
2018 / 2019,Lezíria do Tejo,8.4
2018 / 2019,Almeirim,
2018 / 2019,Alpiarça,
2018 / 2019,Azambuja,
2018 / 2019,Benavente,
2018 / 2019,Cartaxo,
2018 / 2019,Chamusca,
2018 / 2019,Coruche,
2018 / 2019,Golegã,
2018 / 2019,Rio Maior,
2018 / 2019,Salvaterra de Magos,
2018 / 2019,Santarém,10.8
2018 / 2019,Alto Alentejo,6.2
2018 / 2019,Alter do Chão,
2018 / 2019,Arronches,
2018 / 2019,Avis,
2018 / 2019,Campo Maior,
2018 / 2019,Castelo de Vide,
2018 / 2019,Crato,
2018 / 2019,Elvas,
2018 / 2019,Fronteira,
2018 / 2019,Gavião,
2018 / 2019,Marvão,
2018 / 2019,Monforte,
2018 / 2019,Nisa,
2018 / 2019,Ponte de Sor,
2018 / 2019,Portalegre,7.7
2018 / 2019,Sousel,
2018 / 2019,Alentejo Central,26.0
2018 / 2019,Alandroal,
2018 / 2019,Arraiolos,
2018 / 2019,Borba,
2018 / 2019,Estremoz,
2018 / 2019,Évora,26.0
2018 / 2019,Montemor-o-Novo,
2018 / 2019,Mora,
2018 / 2019,Mourão,
2018 / 2019,Portel,
2018 / 2019,Redondo,
2018 / 2019,Reguengos de Monsaraz,
2018 / 2019,Vendas Novas,
2018 / 2019,Viana do Alentejo,
2018 / 2019,Vila Viçosa,
2018 / 2019,Algarve,26.0
2018 / 2019,Algarve,26.0
2018 / 2019,Albufeira,
2018 / 2019,Alcoutim,
2018 / 2019,Aljezur,
2018 / 2019,Castro Marim,
2018 / 2019,Faro,27.8
2018 / 2019,Lagoa,
2018 / 2019,Lagos,
2018 / 2019,Loulé,
2018 / 2019,Monchique,
2018 / 2019,Olhão,
2018 / 2019,Portimão,9.8
2018 / 2019,São Brás de Alportel,
2018 / 2019,Silves,
2018 / 2019,Tavira,
2018 / 2019,Vila do Bispo,
2018 / 2019,Vila Real de Santo António,
2018 / 2019,Região Autónoma dos Açores,20.3
2018 / 2019,Região Autónoma dos Açores,20.3
2018 / 2019,Região Autónoma dos Açores,20.3
2018 / 2019,Angra do Heroísmo,23.7
2018 / 2019,Calheta,
2018 / 2019,Corvo,
2018 / 2019,Horta,
2018 / 2019,Lagoa,
2018 / 2019,Lajes das Flores,
2018 / 2019,Lajes do Pico,
2018 / 2019,Madalena,
2018 / 2019,Nordeste,
2018 / 2019,Ponta Delgada,19.7
2018 / 2019,Povoação,
2018 / 2019,Ribeira Grande,
2018 / 2019,Santa Cruz da Graciosa,
2018 / 2019,Santa Cruz das Flores,
2018 / 2019,São Roque do Pico,
2018 / 2019,Velas,
2018 / 2019,Vila da Praia da Vitória,
2018 / 2019,Vila do Porto,
2018 / 2019,Vila Franca do Campo,
2018 / 2019,Região Autónoma da Madeira,23.2
2018 / 2019,Região Autónoma da Madeira,23.2
2018 / 2019,Região Autónoma da Madeira,23.2
2018 / 2019,Calheta,
2018 / 2019,Câmara de Lobos,
2018 / 2019,Funchal,23.2
2018 / 2019,Machico,
2018 / 2019,Ponta do Sol,
2018 / 2019,Porto Moniz,
2018 / 2019,Porto Santo,
2018 / 2019,Ribeira Brava,
2018 / 2019,Santa Cruz,
2018 / 2019,Santana,
2018 / 2019,São Vicente,
2017 / 2018,Portugal,29.7
2017 / 2018,Continente,29.9
2017 / 2018,Norte,30.4
2017 / 2018,Alto Minho,28.8
2017 / 2018,Arcos de Valdevez,
2017 / 2018,Caminha,
2017 / 2018,Melgaço,
2017 / 2018,Monção,
2017 / 2018,Paredes de Coura,
2017 / 2018,Ponte da Barca,
2017 / 2018,Ponte de Lima,16.4
2017 / 2018,Valença,
2017 / 2018,Viana do Castelo,35.0
2017 / 2018,Vila Nova de Cerveira,89.0
2017 / 2018,Cávado,39.1
2017 / 2018,Amares,
2017 / 2018,Barcelos,26.8
2017 / 2018,Braga,42.0
2017 / 2018,Esposende,
2017 / 2018,Terras de Bouro,
2017 / 2018,Vila Verde,
2017 / 2018,Ave,16.6
2017 / 2018,Cabeceiras de Basto,
2017 / 2018,Fafe,7.7
2017 / 2018,Guimarães,
2017 / 2018,Mondim de Basto,
2017 / 2018,Póvoa de Lanhoso,
2017 / 2018,Vieira do Minho,
2017 / 2018,Vila Nova de Famalicão,21.0
2017 / 2018,Vizela,
2017 / 2018,Área Metropolitana do Porto,28.4
2017 / 2018,Arouca,
2017 / 2018,Espinho,
2017 / 2018,Gondomar,
2017 / 2018,Maia,6.4
2017 / 2018,Matosinhos,
2017 / 2018,Oliveira de Azeméis,32.5
2017 / 2018,Paredes,12.2
2017 / 2018,Porto,34.7
2017 / 2018,Póvoa de Varzim,
2017 / 2018,Santa Maria da Feira,17.4
2017 / 2018,Santo Tirso,
2017 / 2018,São João da Madeira,
2017 / 2018,Trofa,
2017 / 2018,Vale de Cambra,
2017 / 2018,Valongo,
2017 / 2018,Vila do Conde,8.7
2017 / 2018,Vila Nova de Gaia,11.2
2017 / 2018,Alto Tâmega,0.0
2017 / 2018,Boticas,
2017 / 2018,Chaves,
2017 / 2018,Montalegre,
2017 / 2018,Ribeira de Pena,
2017 / 2018,Valpaços,
2017 / 2018,Vila Pouca de Aguiar,
2017 / 2018,Tâmega e Sousa,34.2
2017 / 2018,Amarante,
2017 / 2018,Baião,
2017 / 2018,Castelo de Paiva,
2017 / 2018,Celorico de Basto,
2017 / 2018,Cinfães,
2017 / 2018,Felgueiras,38.0
2017 / 2018,Lousada,
2017 / 2018,Marco de Canaveses,
2017 / 2018,Paços de Ferreira,
2017 / 2018,Penafiel,
2017 / 2018,Resende,
2017 / 2018,Douro,30.5
2017 / 2018,Alijó,
2017 / 2018,Armamar,
2017 / 2018,Carrazeda de Ansiães,
2017 / 2018,Freixo de Espada à Cinta,
2017 / 2018,Lamego,13.9
2017 / 2018,Mesão Frio,
2017 / 2018,Moimenta da Beira,
2017 / 2018,Murça,
2017 / 2018,Penedono,
2017 / 2018,Peso da Régua,
2017 / 2018,Sabrosa,
2017 / 2018,Santa Marta de Penaguião,
2017 / 2018,São João da Pesqueira,
2017 / 2018,Sernancelhe,
2017 / 2018,Tabuaço,
2017 / 2018,Tarouca,
2017 / 2018,Torre de Moncorvo,
2017 / 2018,Vila Nova de Foz Côa,
2017 / 2018,Vila Real,31.8
2017 / 2018,Terras de Trás-os-Montes,26.7
2017 / 2018,Alfândega da Fé,
2017 / 2018,Bragança,30.7
2017 / 2018,Macedo de Cavaleiros,
2017 / 2018,Miranda do Douro,
2017 / 2018,Mirandela,7.5
2017 / 2018,Mogadouro,
2017 / 2018,Vila Flor,
2017 / 2018,Vimioso,
2017 / 2018,Vinhais,
2017 / 2018,Centro,31.6
2017 / 2018,Oeste,10.6
2017 / 2018,Alcobaça,
2017 / 2018,Alenquer,
2017 / 2018,Arruda dos Vinhos,
2017 / 2018,Bombarral,
2017 / 2018,Cadaval,
2017 / 2018,Caldas da Rainha,
2017 / 2018,Lourinhã,
2017 / 2018,Nazaré,
2017 / 2018,Óbidos,
2017 / 2018,Peniche,23.1
2017 / 2018,Sobral de Monte Agraço,
2017 / 2018,Torres Vedras,
2017 / 2018,Região de Aveiro,48.3
2017 / 2018,Águeda,48.4
2017 / 2018,Albergaria-a-Velha,
2017 / 2018,Anadia,
2017 / 2018,Aveiro,48.3
2017 / 2018,Estarreja,
2017 / 2018,Ílhavo,
2017 / 2018,Murtosa,
2017 / 2018,Oliveira do Bairro,
2017 / 2018,Ovar,
2017 / 2018,Sever do Vouga,
2017 / 2018,Vagos,
2017 / 2018,Região de Coimbra,29.7
2017 / 2018,Arganil,
2017 / 2018,Cantanhede,
2017 / 2018,Coimbra,29.7
2017 / 2018,Condeixa-a-Nova,
2017 / 2018,Figueira da Foz,
2017 / 2018,Góis,
2017 / 2018,Lousã,
2017 / 2018,Mealhada,
2017 / 2018,Mira,
2017 / 2018,Miranda do Corvo,
2017 / 2018,Montemor-o-Velho,
2017 / 2018,Mortágua,
2017 / 2018,Oliveira do Hospital,29.7
2017 / 2018,Pampilhosa da Serra,
2017 / 2018,Penacova,
2017 / 2018,Penela,
2017 / 2018,Soure,
2017 / 2018,Tábua,
2017 / 2018,Vila Nova de Poiares,
2017 / 2018,Região de Leiria,35.6
2017 / 2018,Alvaiázere,
2017 / 2018,Ansião,
2017 / 2018,Batalha,
2017 / 2018,Castanheira de Pêra,
2017 / 2018,Figueiró dos Vinhos,
2017 / 2018,Leiria,35.4
2017 / 2018,Marinha Grande,55.0
2017 / 2018,Pedrógão Grande,
2017 / 2018,Pombal,
2017 / 2018,Porto de Mós,
2017 / 2018,Viseu Dão Lafões,20.7
2017 / 2018,Aguiar da Beira,
2017 / 2018,Carregal do Sal,
2017 / 2018,Castro Daire,
2017 / 2018,Mangualde,
2017 / 2018,Nelas,
2017 / 2018,Oliveira de Frades,
2017 / 2018,Penalva do Castelo,
2017 / 2018,Santa Comba Dão,
2017 / 2018,São Pedro do Sul,
2017 / 2018,Sátão,
2017 / 2018,Tondela,
2017 / 2018,Vila Nova de Paiva,
2017 / 2018,Viseu,20.7
2017 / 2018,Vouzela,
2017 / 2018,Beira Baixa,18.2
2017 / 2018,Castelo Branco,20.3
2017 / 2018,Idanha-a-Nova,
2017 / 2018,Oleiros,
2017 / 2018,Penamacor,
2017 / 2018,Proença-a-Nova,
2017 / 2018,Vila Velha de Ródão,
2017 / 2018,Médio Tejo,35.3
2017 / 2018,Abrantes,49.2
2017 / 2018,Alcanena,
2017 / 2018,Constância,
2017 / 2018,Entroncamento,
2017 / 2018,Ferreira do Zêzere,
2017 / 2018,Mação,
2017 / 2018,Ourém,
2017 / 2018,Sardoal,
2017 / 2018,Sertã,
2017 / 2018,Tomar,32.6
2017 / 2018,Torres Novas,
2017 / 2018,Vila de Rei,
2017 / 2018,Vila Nova da Barquinha,
2017 / 2018,Beiras e Serra da Estrela,29.8
2017 / 2018,Almeida,
2017 / 2018,Belmonte,
2017 / 2018,Celorico da Beira,
2017 / 2018,Covilhã,34.9
2017 / 2018,Figueira de Castelo Rodrigo,
2017 / 2018,Fornos de Algodres,
2017 / 2018,Fundão,
2017 / 2018,Gouveia,
2017 / 2018,Guarda,18.0
2017 / 2018,Manteigas,
2017 / 2018,Mêda,
2017 / 2018,Pinhel,
2017 / 2018,Sabugal,
2017 / 2018,Seia,
2017 / 2018,Trancoso,
2017 / 2018,Área Metropolitana de Lisboa,29.8
2017 / 2018,Área Metropolitana de Lisboa,29.8
2017 / 2018,Alcochete,
2017 / 2018,Almada,73.5
2017 / 2018,Amadora,
2017 / 2018,Barreiro,100.0
2017 / 2018,Cascais,
2017 / 2018,Lisboa,25.5
2017 / 2018,Loures,
2017 / 2018,Mafra,
2017 / 2018,Moita,
2017 / 2018,Montijo,
2017 / 2018,Odivelas,
2017 / 2018,Oeiras,47.0
2017 / 2018,Palmela,
2017 / 2018,Seixal,
2017 / 2018,Sesimbra,
2017 / 2018,Setúbal,38.7
2017 / 2018,Sintra,
2017 / 2018,Vila Franca de Xira,
2017 / 2018,Alentejo,18.7
2017 / 2018,Alentejo Litoral,100.0
2017 / 2018,Alcácer do Sal,
2017 / 2018,Grândola,
2017 / 2018,Odemira,
2017 / 2018,Santiago do Cacém,100.0
2017 / 2018,Sines,
2017 / 2018,Baixo Alentejo,19.4
2017 / 2018,Aljustrel,
2017 / 2018,Almodôvar,
2017 / 2018,Alvito,
2017 / 2018,Barrancos,
2017 / 2018,Beja,19.4
2017 / 2018,Castro Verde,
2017 / 2018,Cuba,
2017 / 2018,Ferreira do Alentejo,
2017 / 2018,Mértola,
2017 / 2018,Moura,
2017 / 2018,Ourique,
2017 / 2018,Serpa,
2017 / 2018,Vidigueira,
2017 / 2018,Lezíria do Tejo,9.3
2017 / 2018,Almeirim,
2017 / 2018,Alpiarça,
2017 / 2018,Azambuja,
2017 / 2018,Benavente,
2017 / 2018,Cartaxo,
2017 / 2018,Chamusca,
2017 / 2018,Coruche,
2017 / 2018,Golegã,
2017 / 2018,Rio Maior,
2017 / 2018,Salvaterra de Magos,
2017 / 2018,Santarém,12.2
2017 / 2018,Alto Alentejo,8.0
2017 / 2018,Alter do Chão,
2017 / 2018,Arronches,
2017 / 2018,Avis,
2017 / 2018,Campo Maior,
2017 / 2018,Castelo de Vide,
2017 / 2018,Crato,
2017 / 2018,Elvas,
2017 / 2018,Fronteira,
2017 / 2018,Gavião,
