year,region,kindergarten_public,kindergarten_private,1-4_gr_public,1_4_gr_private,5_6_gr_public,5_6_gr_private,7_9_gr_public,7_9_gr_private,10_12_gr_public,10_12_gr_private,professional_certification_public,professional_certification_private
2010 / 2011,Vendas Novas,193.0,112.0,452.0,66.0,244.0,61.0,376.0,33.0,531.0,2.0,,
2010 / 2011,Viana do Alentejo,84.0,72.0,239.0,3.0,145.0,7.0,185.0,34.0,151.0,65.0,,
2010 / 2011,Vila Viçosa,129.0,62.0,310.0,,185.0,,330.0,89.0,481.0,1.0,,
2010 / 2011,Algarve,5982.0,5721.0,18845.0,1584.0,10958.0,556.0,18275.0,1431.0,16112.0,1736.0,352.0,
2010 / 2011,Algarve,5982.0,5721.0,18845.0,1584.0,10958.0,556.0,18275.0,1431.0,16112.0,1736.0,352.0,
2010 / 2011,Albufeira,870.0,395.0,2030.0,25.0,1182.0,36.0,1869.0,137.0,1384.0,308.0,,
2010 / 2011,Alcoutim,9.0,59.0,72.0,,42.0,,93.0,,29.0,,,
2010 / 2011,Aljezur,143.0,,168.0,,109.0,,150.0,,,,,
2010 / 2011,Castro Marim,115.0,90.0,233.0,,111.0,,187.0,,,,,
2010 / 2011,Faro,266.0,1389.0,2660.0,382.0,1552.0,82.0,2747.0,122.0,3102.0,132.0,310.0,
2010 / 2011,Lagoa,344.0,366.0,961.0,107.0,596.0,101.0,857.0,130.0,392.0,72.0,,
2010 / 2011,Lagos,250.0,600.0,1280.0,202.0,811.0,23.0,1367.0,209.0,1420.0,61.0,,
2010 / 2011,Loulé,1016.0,600.0,3018.0,238.0,1661.0,177.0,2668.0,566.0,2082.0,770.0,,
2010 / 2011,Monchique,130.0,,150.0,,86.0,,156.0,16.0,43.0,141.0,,
2010 / 2011,Olhão,551.0,536.0,1996.0,141.0,1117.0,66.0,1685.0,34.0,1289.0,,,
2010 / 2011,Portimão,861.0,648.0,2417.0,290.0,1553.0,,2327.0,1.0,3142.0,98.0,28.0,
2010 / 2011,São Brás de Alportel,243.0,74.0,450.0,1.0,251.0,50.0,374.0,131.0,303.0,140.0,,
2010 / 2011,Silves,532.0,364.0,1386.0,105.0,759.0,21.0,1259.0,28.0,1008.0,13.0,,
2010 / 2011,Tavira,220.0,431.0,900.0,93.0,530.0,,1440.0,,848.0,,,
2010 / 2011,Vila do Bispo,91.0,25.0,208.0,,77.0,,143.0,,17.0,,,
2010 / 2011,Vila Real de Santo António,341.0,144.0,916.0,,521.0,,953.0,57.0,1053.0,1.0,14.0,
2010 / 2011,Região Autónoma dos Açores,,,,,,,,,,,166.0,
2010 / 2011,Região Autónoma dos Açores,,,,,,,,,,,166.0,
2010 / 2011,Região Autónoma dos Açores,,,,,,,,,,,166.0,
2010 / 2011,Angra do Heroísmo,,,,,,,,,,,57.0,
2010 / 2011,Calheta,,,,,,,,,,,,
2010 / 2011,Corvo,,,,,,,,,,,,
2010 / 2011,Horta,,,,,,,,,,,27.0,
2010 / 2011,Lagoa,,,,,,,,,,,,
2010 / 2011,Lajes das Flores,,,,,,,,,,,,
2010 / 2011,Lajes do Pico,,,,,,,,,,,,
2010 / 2011,Madalena,,,,,,,,,,,,
2010 / 2011,Nordeste,,,,,,,,,,,,
2010 / 2011,Ponta Delgada,,,,,,,,,,,82.0,
2010 / 2011,Povoação,,,,,,,,,,,,
2010 / 2011,Ribeira Grande,,,,,,,,,,,,
2010 / 2011,Santa Cruz da Graciosa,,,,,,,,,,,,
2010 / 2011,Santa Cruz das Flores,,,,,,,,,,,,
2010 / 2011,São Roque do Pico,,,,,,,,,,,,
2010 / 2011,Velas,,,,,,,,,,,,
2010 / 2011,Vila da Praia da Vitória,,,,,,,,,,,,
2010 / 2011,Vila do Porto,,,,,,,,,,,,
2010 / 2011,Vila Franca do Campo,,,,,,,,,,,,
2010 / 2011,Região Autónoma da Madeira,,,,,,,,,,,168.0,47.0
2010 / 2011,Região Autónoma da Madeira,,,,,,,,,,,168.0,47.0
2010 / 2011,Região Autónoma da Madeira,,,,,,,,,,,168.0,47.0
2010 / 2011,Calheta,,,,,,,,,,,,
2010 / 2011,Câmara de Lobos,,,,,,,,,,,,
2010 / 2011,Funchal,,,,,,,,,,,168.0,47.0
2010 / 2011,Machico,,,,,,,,,,,,
2010 / 2011,Ponta do Sol,,,,,,,,,,,,
2010 / 2011,Porto Moniz,,,,,,,,,,,,
2010 / 2011,Porto Santo,,,,,,,,,,,,
2010 / 2011,Ribeira Brava,,,,,,,,,,,,
2010 / 2011,Santa Cruz,,,,,,,,,,,,
2010 / 2011,Santana,,,,,,,,,,,,
2010 / 2011,São Vicente,,,,,,,,,,,,
2009 / 2010,Portugal,,,,,,,,,,,6628.0,1012.0
2009 / 2010,Continente,130592.0,128006.0,401005.0,51231.0,221014.0,36450.0,387528.0,92770.0,352624.0,110160.0,6386.0,970.0
2009 / 2010,Norte,54487.0,41062.0,154513.0,14902.0,87478.0,13163.0,156929.0,40850.0,128416.0,49934.0,1363.0,695.0
2009 / 2010,Alto Minho,3774.0,2214.0,9363.0,306.0,4985.0,717.0,9236.0,3175.0,8207.0,3933.0,296.0,41.0
2009 / 2010,Arcos de Valdevez,224.0,238.0,759.0,4.0,410.0,87.0,638.0,423.0,552.0,498.0,,
2009 / 2010,Caminha,205.0,186.0,621.0,1.0,341.0,94.0,273.0,693.0,197.0,1017.0,,
2009 / 2010,Melgaço,98.0,39.0,260.0,,116.0,,221.0,4.0,174.0,145.0,,
2009 / 2010,Monção,316.0,68.0,620.0,1.0,283.0,245.0,525.0,305.0,369.0,505.0,,
2009 / 2010,Paredes de Coura,95.0,152.0,335.0,,154.0,,245.0,23.0,101.0,208.0,,
2009 / 2010,Ponte da Barca,157.0,73.0,467.0,,275.0,,418.0,56.0,296.0,129.0,,
2009 / 2010,Ponte de Lima,1028.0,186.0,1966.0,,1050.0,33.0,1681.0,620.0,1435.0,323.0,115.0,41.0
2009 / 2010,Valença,292.0,40.0,556.0,,260.0,,503.0,28.0,315.0,120.0,16.0,
2009 / 2010,Viana do Castelo,1169.0,1185.0,3421.0,300.0,1977.0,146.0,4527.0,643.0,4574.0,441.0,165.0,
2009 / 2010,Vila Nova de Cerveira,190.0,47.0,358.0,,119.0,112.0,205.0,380.0,194.0,547.0,,
2009 / 2010,Cávado,7462.0,4930.0,18417.0,1551.0,10033.0,1902.0,15802.0,7287.0,14875.0,6853.0,138.0,
2009 / 2010,Amares,456.0,51.0,815.0,,571.0,,835.0,138.0,607.0,176.0,,
2009 / 2010,Barcelos,2564.0,878.0,5832.0,26.0,2524.0,688.0,4403.0,2795.0,3256.0,1689.0,138.0,
2009 / 2010,Braga,2527.0,3332.0,7485.0,1518.0,4628.0,1099.0,6927.0,2772.0,8578.0,3338.0,,
2009 / 2010,Esposende,605.0,361.0,1713.0,6.0,888.0,81.0,1565.0,490.0,919.0,619.0,,
2009 / 2010,Terras de Bouro,119.0,66.0,310.0,,138.0,,244.0,74.0,237.0,1.0,,
2009 / 2010,Vila Verde,1191.0,242.0,2262.0,1.0,1284.0,34.0,1828.0,1018.0,1278.0,1030.0,,
2009 / 2010,Ave,5814.0,5591.0,19120.0,956.0,10006.0,2007.0,17257.0,6018.0,13276.0,5605.0,,88.0
2009 / 2010,Cabeceiras de Basto,407.0,99.0,819.0,7.0,549.0,75.0,823.0,325.0,134.0,604.0,,
2009 / 2010,Fafe,697.0,741.0,2294.0,146.0,1247.0,84.0,2121.0,612.0,1538.0,325.0,,
2009 / 2010,Guimarães,1913.0,2319.0,6855.0,435.0,4057.0,220.0,7482.0,711.0,5037.0,839.0,,11.0
2009 / 2010,Mondim de Basto,116.0,53.0,355.0,,235.0,,361.0,,301.0,,,
2009 / 2010,Póvoa de Lanhoso,468.0,187.0,1130.0,,652.0,,1013.0,161.0,843.0,165.0,,
2009 / 2010,Vieira do Minho,270.0,34.0,588.0,,325.0,,487.0,200.0,403.0,1.0,,
2009 / 2010,Vila Nova de Famalicão,1517.0,2038.0,5945.0,352.0,2353.0,1405.0,3951.0,3675.0,3894.0,3671.0,,77.0
2009 / 2010,Vizela,426.0,120.0,1134.0,16.0,588.0,223.0,1019.0,334.0,1126.0,,,
2009 / 2010,Área Metropolitana do Porto,22445.0,22189.0,70506.0,9966.0,40989.0,6059.0,74601.0,16663.0,61071.0,24797.0,377.0,529.0
2009 / 2010,Arouca,434.0,85.0,977.0,,1238.0,151.0,929.0,376.0,665.0,251.0,,
2009 / 2010,Espinho,618.0,287.0,1593.0,,874.0,,1726.0,205.0,1972.0,320.0,,
2009 / 2010,Gondomar,1825.0,1154.0,6246.0,542.0,3487.0,288.0,6185.0,980.0,4660.0,1294.0,,
2009 / 2010,Maia,1432.0,1878.0,5133.0,430.0,2957.0,95.0,5406.0,157.0,3612.0,589.0,,336.0
2009 / 2010,Matosinhos,1550.0,2571.0,6152.0,862.0,3619.0,185.0,6647.0,1157.0,5210.0,1253.0,,
2009 / 2010,Oliveira de Azeméis,824.0,740.0,2710.0,140.0,1557.0,,3247.0,306.0,2764.0,158.0,214.0,
2009 / 2010,Paredes,1789.0,376.0,4456.0,162.0,2514.0,184.0,4329.0,1048.0,2377.0,573.0,,
2009 / 2010,Porto,2214.0,5705.0,8186.0,4467.0,5350.0,2375.0,10816.0,5066.0,13774.0,10249.0,163.0,134.0
2009 / 2010,Póvoa de Varzim,610.0,1177.0,3145.0,183.0,1766.0,89.0,3282.0,104.0,2691.0,167.0,,
2009 / 2010,Santa Maria da Feira,2527.0,1318.0,6018.0,248.0,2993.0,649.0,6437.0,1384.0,4306.0,1627.0,,25.0
2009 / 2010,Santo Tirso,1065.0,692.0,2780.0,559.0,1445.0,579.0,3147.0,891.0,2673.0,888.0,,
2009 / 2010,São João da Madeira,475.0,387.0,1317.0,107.0,740.0,36.0,1815.0,183.0,2246.0,282.0,,
2009 / 2010,Trofa,651.0,216.0,1670.0,98.0,973.0,102.0,2019.0,435.0,1280.0,501.0,,
2009 / 2010,Vale de Cambra,532.0,40.0,862.0,,458.0,,884.0,85.0,839.0,1.0,,
2009 / 2010,Valongo,1367.0,1159.0,4003.0,724.0,2365.0,418.0,3804.0,1011.0,2949.0,896.0,,
2009 / 2010,Vila do Conde,1378.0,814.0,3559.0,47.0,2012.0,27.0,3010.0,453.0,1839.0,483.0,,
2009 / 2010,Vila Nova de Gaia,3154.0,3590.0,11699.0,1397.0,6641.0,881.0,10918.0,2822.0,7214.0,5265.0,,34.0
2009 / 2010,Alto Tâmega,1209.0,754.0,3738.0,250.0,2164.0,,3855.0,120.0,3501.0,446.0,,
2009 / 2010,Boticas,80.0,35.0,176.0,,104.0,,148.0,1.0,,,,
2009 / 2010,Chaves,428.0,449.0,1937.0,250.0,983.0,,2101.0,4.0,2296.0,294.0,,
2009 / 2010,Montalegre,202.0,,322.0,,208.0,,359.0,2.0,212.0,47.0,,
2009 / 2010,Ribeira de Pena,89.0,88.0,267.0,,165.0,,230.0,33.0,141.0,105.0,,
2009 / 2010,Valpaços,204.0,124.0,557.0,,399.0,,563.0,18.0,438.0,,,
2009 / 2010,Vila Pouca de Aguiar,206.0,58.0,479.0,,305.0,,454.0,62.0,414.0,,,
2009 / 2010,Tâmega e Sousa,9200.0,2370.0,21852.0,931.0,12589.0,1417.0,23417.0,4383.0,15559.0,4709.0,77.0,
2009 / 2010,Amarante,1062.0,351.0,2511.0,334.0,1036.0,944.0,1934.0,2017.0,1288.0,2123.0,,
2009 / 2010,Baião,265.0,242.0,972.0,,549.0,1.0,970.0,41.0,654.0,4.0,,
2009 / 2010,Castelo de Paiva,432.0,120.0,890.0,,484.0,,853.0,58.0,563.0,114.0,,
2009 / 2010,Celorico de Basto,430.0,25.0,809.0,,610.0,,1909.0,3.0,985.0,,,
2009 / 2010,Cinfães,414.0,23.0,1281.0,,546.0,,1234.0,,557.0,82.0,,
2009 / 2010,Felgueiras,944.0,486.0,2754.0,221.0,1916.0,141.0,3382.0,728.0,3383.0,755.0,77.0,
2009 / 2010,Lousada,1149.0,219.0,2570.0,198.0,1391.0,87.0,2442.0,588.0,1534.0,265.0,,
2009 / 2010,Marco de Canaveses,1508.0,99.0,2842.0,,1808.0,,3362.0,77.0,1904.0,646.0,,
2009 / 2010,Paços de Ferreira,1015.0,417.0,2972.0,92.0,1771.0,60.0,2884.0,368.0,1591.0,293.0,,
2009 / 2010,Penafiel,1745.0,346.0,3728.0,86.0,2160.0,184.0,4107.0,279.0,2852.0,284.0,,
2009 / 2010,Resende,236.0,42.0,523.0,,318.0,,340.0,224.0,248.0,143.0,,
2009 / 2010,Douro,3396.0,1848.0,7957.0,604.0,4406.0,758.0,8820.0,1875.0,7604.0,2588.0,51.0,
2009 / 2010,Alijó,207.0,107.0,427.0,,229.0,,382.0,55.0,271.0,2.0,,
2009 / 2010,Armamar,119.0,35.0,280.0,,116.0,,216.0,2.0,,2.0,,
2009 / 2010,Carrazeda de Ansiães,64.0,58.0,203.0,,112.0,44.0,170.0,16.0,128.0,66.0,,
2009 / 2010,Freixo de Espada à Cinta,26.0,45.0,139.0,,72.0,,102.0,1.0,,,,
2009 / 2010,Lamego,435.0,319.0,1024.0,182.0,637.0,68.0,1047.0,234.0,1210.0,356.0,51.0,
2009 / 2010,Mesão Frio,143.0,,222.0,57.0,135.0,2.0,220.0,86.0,203.0,,,
2009 / 2010,Moimenta da Beira,219.0,87.0,453.0,,277.0,,743.0,18.0,707.0,127.0,,
2009 / 2010,Murça,83.0,37.0,224.0,,121.0,,206.0,15.0,127.0,105.0,,
2009 / 2010,Penedono,41.0,41.0,122.0,,100.0,,117.0,1.0,,2.0,,
2009 / 2010,Peso da Régua,175.0,327.0,780.0,,345.0,151.0,792.0,234.0,1172.0,,,
2009 / 2010,Sabrosa,118.0,44.0,222.0,4.0,105.0,92.0,188.0,257.0,154.0,364.0,,
2009 / 2010,Santa Marta de Penaguião,43.0,93.0,271.0,,122.0,1.0,183.0,1.0,9.0,1.0,,
2009 / 2010,São João da Pesqueira,203.0,,329.0,2.0,191.0,85.0,272.0,340.0,172.0,553.0,,
2009 / 2010,Sernancelhe,75.0,37.0,204.0,,105.0,,176.0,1.0,12.0,209.0,,
2009 / 2010,Tabuaço,140.0,,229.0,,129.0,1.0,187.0,4.0,138.0,,,
2009 / 2010,Tarouca,208.0,20.0,352.0,,196.0,,260.0,1.0,147.0,26.0,,
2009 / 2010,Torre de Moncorvo,131.0,18.0,202.0,,156.0,,205.0,2.0,234.0,35.0,,
2009 / 2010,Vila Nova de Foz Côa,78.0,75.0,250.0,,135.0,,1099.0,,158.0,16.0,,
2009 / 2010,Vila Real,888.0,505.0,2024.0,359.0,1123.0,314.0,2255.0,607.0,2762.0,724.0,,
2009 / 2010,Terras de Trás-os-Montes,1187.0,1166.0,3560.0,338.0,2306.0,303.0,3941.0,1329.0,4323.0,1003.0,424.0,37.0
2009 / 2010,Alfândega da Fé,65.0,22.0,163.0,,81.0,,184.0,2.0,140.0,,,
2009 / 2010,Bragança,259.0,509.0,999.0,275.0,791.0,24.0,1433.0,398.0,2132.0,388.0,394.0,
2009 / 2010,Macedo de Cavaleiros,159.0,157.0,519.0,1.0,263.0,74.0,435.0,260.0,447.0,177.0,,37.0
2009 / 2010,Miranda do Douro,117.0,17.0,200.0,,162.0,61.0,351.0,,321.0,5.0,,
2009 / 2010,Mirandela,216.0,322.0,869.0,62.0,541.0,66.0,735.0,658.0,778.0,361.0,30.0,
2009 / 2010,Mogadouro,100.0,58.0,259.0,,156.0,,255.0,7.0,226.0,71.0,,
2009 / 2010,Vila Flor,103.0,37.0,246.0,,162.0,,210.0,,133.0,1.0,,
2009 / 2010,Vimioso,71.0,,109.0,,56.0,78.0,111.0,3.0,,,,
2009 / 2010,Vinhais,97.0,44.0,196.0,,94.0,,227.0,1.0,146.0,,,
2009 / 2010,Centro,35222.0,23648.0,90262.0,6036.0,44333.0,10050.0,81761.0,26677.0,79448.0,27970.0,3053.0,114.0
2009 / 2010,Oeste,5921.0,3982.0,15567.0,755.0,7222.0,1864.0,10996.0,4448.0,10737.0,4783.0,163.0,
2009 / 2010,Alcobaça,620.0,887.0,2459.0,90.0,1395.0,45.0,1695.0,1021.0,2517.0,1077.0,,
2009 / 2010,Alenquer,714.0,237.0,1815.0,88.0,972.0,,1571.0,,1053.0,10.0,,
2009 / 2010,Arruda dos Vinhos,303.0,210.0,639.0,51.0,,495.0,,677.0,,539.0,,
2009 / 2010,Bombarral,280.0,53.0,518.0,,287.0,,551.0,1.0,518.0,,,
2009 / 2010,Cadaval,272.0,86.0,565.0,,257.0,1.0,385.0,,250.0,41.0,,
2009 / 2010,Caldas da Rainha,839.0,533.0,2171.0,174.0,953.0,527.0,1765.0,637.0,2032.0,897.0,34.0,
2009 / 2010,Lourinhã,533.0,233.0,1186.0,,572.0,,974.0,2.0,845.0,2.0,,
2009 / 2010,Nazaré,217.0,149.0,646.0,,202.0,139.0,211.0,447.0,75.0,472.0,,
2009 / 2010,Óbidos,255.0,67.0,512.0,,250.0,,413.0,3.0,143.0,,34.0,
2009 / 2010,Peniche,339.0,447.0,1169.0,3.0,654.0,18.0,915.0,326.0,786.0,361.0,95.0,
2009 / 2010,Sobral de Monte Agraço,154.0,106.0,403.0,,272.0,,322.0,1.0,201.0,,,
2009 / 2010,Torres Vedras,1395.0,974.0,3484.0,349.0,1408.0,639.0,2194.0,1333.0,2317.0,1384.0,,
2009 / 2010,Região de Aveiro,4826.0,4482.0,15981.0,896.0,7667.0,1564.0,14846.0,3468.0,13180.0,2605.0,323.0,
2009 / 2010,Águeda,555.0,683.0,2209.0,,877.0,232.0,1778.0,327.0,2611.0,57.0,219.0,
2009 / 2010,Albergaria-a-Velha,405.0,226.0,1075.0,103.0,507.0,108.0,1042.0,163.0,721.0,234.0,,
2009 / 2010,Anadia,283.0,413.0,997.0,274.0,369.0,280.0,895.0,362.0,594.0,267.0,,
2009 / 2010,Aveiro,807.0,1298.0,3495.0,274.0,1751.0,272.0,3285.0,1103.0,3870.0,673.0,104.0,
2009 / 2010,Estarreja,359.0,349.0,1228.0,74.0,605.0,,1185.0,320.0,871.0,59.0,,
2009 / 2010,Ílhavo,507.0,403.0,1632.0,,863.0,,1453.0,,1068.0,,,
2009 / 2010,Murtosa,187.0,72.0,495.0,,312.0,55.0,418.0,,51.0,,,
2009 / 2010,Oliveira do Bairro,260.0,236.0,867.0,95.0,362.0,248.0,812.0,429.0,488.0,349.0,,
2009 / 2010,Ovar,810.0,613.0,2557.0,76.0,1430.0,88.0,2448.0,284.0,1532.0,549.0,,
2009 / 2010,Sever do Vouga,251.0,35.0,507.0,,270.0,,696.0,32.0,704.0,,,
2009 / 2010,Vagos,402.0,154.0,919.0,,321.0,281.0,834.0,448.0,670.0,417.0,,
2009 / 2010,Região de Coimbra,5584.0,5284.0,15702.0,1912.0,7713.0,2210.0,14746.0,5440.0,15739.0,5325.0,272.0,33.0
2009 / 2010,Arganil,228.0,50.0,437.0,,333.0,,1050.0,1.0,1062.0,,,
2009 / 2010,Cantanhede,437.0,466.0,1296.0,95.0,576.0,287.0,1009.0,405.0,958.0,401.0,,
2009 / 2010,Coimbra,1062.0,2456.0,4443.0,1526.0,1802.0,1560.0,4818.0,2592.0,7300.0,1770.0,272.0,33.0
2009 / 2010,Condeixa-a-Nova,276.0,75.0,508.0,,242.0,,333.0,,298.0,2.0,,
2009 / 2010,Figueira da Foz,726.0,760.0,2133.0,281.0,1207.0,192.0,1688.0,1177.0,1813.0,619.0,,
2009 / 2010,Góis,54.0,39.0,156.0,,82.0,,97.0,21.0,,,,
2009 / 2010,Lousã,387.0,127.0,736.0,,401.0,,713.0,124.0,565.0,142.0,,
2009 / 2010,Mealhada,241.0,248.0,774.0,,380.0,,654.0,12.0,427.0,246.0,,
2009 / 2010,Mira,204.0,57.0,393.0,,209.0,,353.0,2.0,265.0,,,
2009 / 2010,Miranda do Corvo,188.0,82.0,524.0,,285.0,,427.0,,186.0,,,
2009 / 2010,Montemor-o-Velho,320.0,231.0,857.0,1.0,410.0,2.0,628.0,427.0,345.0,614.0,,
2009 / 2010,Mortágua,142.0,36.0,314.0,,161.0,,250.0,4.0,267.0,129.0,,
2009 / 2010,Oliveira do Hospital,343.0,192.0,886.0,9.0,553.0,,885.0,3.0,1076.0,472.0,,
2009 / 2010,Pampilhosa da Serra,17.0,39.0,105.0,,38.0,,57.0,,37.0,1.0,,
2009 / 2010,Penacova,280.0,25.0,503.0,,233.0,,461.0,52.0,270.0,105.0,,
2009 / 2010,Penela,93.0,43.0,206.0,,101.0,,160.0,5.0,,93.0,,
2009 / 2010,Soure,236.0,225.0,628.0,,253.0,153.0,449.0,332.0,524.0,453.0,,
2009 / 2010,Tábua,250.0,67.0,499.0,,279.0,,423.0,115.0,194.0,44.0,,
2009 / 2010,Vila Nova de Poiares,100.0,66.0,304.0,,168.0,16.0,291.0,168.0,152.0,234.0,,
2009 / 2010,Região de Leiria,5414.0,2564.0,11759.0,995.0,4955.0,2279.0,9558.0,5424.0,9481.0,5138.0,1391.0,42.0
2009 / 2010,Alvaiázere,117.0,21.0,231.0,,135.0,,190.0,19.0,110.0,47.0,,
2009 / 2010,Ansião,274.0,119.0,527.0,1.0,237.0,85.0,360.0,402.0,249.0,409.0,,
2009 / 2010,Batalha,235.0,247.0,572.0,168.0,296.0,177.0,894.0,248.0,596.0,1.0,,
2009 / 2010,Castanheira de Pêra,63.0,,97.0,,65.0,,98.0,2.0,,,,
2009 / 2010,Figueiró dos Vinhos,113.0,28.0,206.0,,92.0,,204.0,1.0,260.0,,,
2009 / 2010,Leiria,2134.0,1266.0,4905.0,694.0,2016.0,1042.0,3917.0,2483.0,4596.0,1744.0,1391.0,42.0
2009 / 2010,Marinha Grande,729.0,305.0,1701.0,99.0,886.0,24.0,1809.0,137.0,2032.0,454.0,,
2009 / 2010,Pedrógão Grande,48.0,42.0,123.0,,80.0,,114.0,15.0,,259.0,,
2009 / 2010,Pombal,1170.0,356.0,2298.0,33.0,743.0,676.0,1239.0,1688.0,1119.0,1927.0,,
2009 / 2010,Porto de Mós,531.0,180.0,1099.0,,405.0,275.0,733.0,429.0,519.0,297.0,,
2009 / 2010,Viseu Dão Lafões,5112.0,1904.0,10972.0,268.0,5838.0,563.0,10689.0,2556.0,9832.0,2826.0,68.0,39.0
2009 / 2010,Aguiar da Beira,139.0,,184.0,,110.0,,207.0,3.0,120.0,1.0,,
2009 / 2010,Carregal do Sal,251.0,22.0,413.0,,226.0,,532.0,55.0,293.0,1.0,,
2009 / 2010,Castro Daire,356.0,60.0,621.0,,394.0,,645.0,7.0,571.0,66.0,,
2009 / 2010,Mangualde,345.0,192.0,839.0,,511.0,,980.0,2.0,743.0,27.0,,
2009 / 2010,Nelas,289.0,174.0,629.0,38.0,303.0,,418.0,,406.0,,,
2009 / 2010,Oliveira de Frades,237.0,80.0,480.0,,233.0,4.0,419.0,172.0,455.0,119.0,,
2009 / 2010,Penalva do Castelo,192.0,,256.0,,148.0,,284.0,2.0,283.0,1.0,,
2009 / 2010,Santa Comba Dão,218.0,96.0,467.0,2.0,261.0,51.0,439.0,294.0,288.0,417.0,,
2009 / 2010,São Pedro do Sul,355.0,75.0,647.0,,377.0,,874.0,45.0,581.0,227.0,,
2009 / 2010,Sátão,283.0,14.0,502.0,,314.0,,525.0,20.0,318.0,2.0,,
2009 / 2010,Tondela,477.0,109.0,1004.0,,591.0,54.0,881.0,332.0,630.0,398.0,,
2009 / 2010,Vila Nova de Paiva,136.0,,220.0,,121.0,,281.0,,125.0,,,
2009 / 2010,Viseu,1608.0,1053.0,4297.0,228.0,2019.0,454.0,3842.0,1555.0,4795.0,1444.0,68.0,39.0
2009 / 2010,Vouzela,226.0,29.0,413.0,,230.0,,362.0,69.0,224.0,123.0,,
2009 / 2010,Beira Baixa,1106.0,852.0,2632.0,254.0,1630.0,47.0,3649.0,547.0,3397.0,1099.0,140.0,
2009 / 2010,Castelo Branco,685.0,710.0,1823.0,254.0,1148.0,18.0,2305.0,471.0,2871.0,911.0,140.0,
2009 / 2010,Idanha-a-Nova,139.0,54.0,271.0,,168.0,,357.0,2.0,211.0,149.0,,
2009 / 2010,Oleiros,46.0,22.0,123.0,,58.0,,116.0,,52.0,,,
2009 / 2010,Penamacor,73.0,18.0,129.0,,95.0,,592.0,30.0,94.0,,,
2009 / 2010,Proença-a-Nova,113.0,48.0,222.0,,121.0,29.0,212.0,44.0,169.0,39.0,,
2009 / 2010,Vila Velha de Ródão,50.0,,64.0,,40.0,,67.0,,,,,
2009 / 2010,Médio Tejo,4250.0,2204.0,9338.0,705.0,4795.0,912.0,8293.0,2280.0,9165.0,3359.0,485.0,
2009 / 2010,Abrantes,559.0,410.0,1438.0,71.0,777.0,,1330.0,,2374.0,12.0,122.0,
2009 / 2010,Alcanena,276.0,132.0,528.0,,297.0,,477.0,58.0,446.0,89.0,,
2009 / 2010,Constância,143.0,,206.0,,85.0,,147.0,,72.0,,,
2009 / 2010,Entroncamento,291.0,336.0,769.0,243.0,428.0,43.0,626.0,150.0,641.0,450.0,,
2009 / 2010,Ferreira do Zêzere,178.0,62.0,318.0,,165.0,,253.0,,215.0,,,
2009 / 2010,Mação,122.0,,205.0,,117.0,,518.0,,464.0,,,
2009 / 2010,Ourém,906.0,374.0,1981.0,86.0,644.0,756.0,982.0,1426.0,725.0,1879.0,,
2009 / 2010,Sardoal,99.0,,146.0,,110.0,,167.0,,126.0,,,
2009 / 2010,Sertã,236.0,124.0,589.0,,247.0,90.0,630.0,159.0,648.0,201.0,,
2009 / 2010,Tomar,736.0,240.0,1432.0,162.0,948.0,,1819.0,13.0,2236.0,124.0,363.0,
2009 / 2010,Torres Novas,517.0,470.0,1311.0,143.0,777.0,23.0,1060.0,474.0,1102.0,604.0,,
2009 / 2010,Vila de Rei,45.0,29.0,127.0,,56.0,,107.0,,,,,
2009 / 2010,Vila Nova da Barquinha,142.0,27.0,288.0,,144.0,,177.0,,116.0,,,
2009 / 2010,Beiras e Serra da Estrela,3009.0,2376.0,8311.0,251.0,4513.0,611.0,8984.0,2514.0,7917.0,2835.0,211.0,
2009 / 2010,Almeida,41.0,59.0,199.0,,131.0,,167.0,83.0,153.0,,,
2009 / 2010,Belmonte,83.0,79.0,229.0,,151.0,,261.0,,99.0,1.0,,
2009 / 2010,Celorico da Beira,95.0,72.0,296.0,,170.0,,225.0,15.0,187.0,105.0,,
2009 / 2010,Covilhã,708.0,510.0,1933.0,79.0,1072.0,101.0,2322.0,703.0,2374.0,350.0,,
2009 / 2010,Figueira de Castelo Rodrigo,41.0,76.0,207.0,,112.0,,159.0,39.0,160.0,,,
2009 / 2010,Fornos de Algodres,128.0,,176.0,,82.0,,181.0,13.0,184.0,,,
2009 / 2010,Fundão,307.0,372.0,1062.0,,552.0,91.0,1042.0,231.0,798.0,282.0,,
2009 / 2010,Gouveia,183.0,135.0,494.0,1.0,282.0,25.0,399.0,60.0,355.0,248.0,,
2009 / 2010,Guarda,529.0,601.0,1685.0,164.0,863.0,155.0,1835.0,646.0,1882.0,804.0,175.0,
2009 / 2010,Manteigas,71.0,,97.0,,86.0,,109.0,21.0,,152.0,,
2009 / 2010,Mêda,50.0,52.0,167.0,,92.0,,150.0,1.0,98.0,1.0,,
2009 / 2010,Pinhel,145.0,101.0,314.0,,150.0,,240.0,1.0,216.0,30.0,,
2009 / 2010,Sabugal,131.0,20.0,343.0,,124.0,85.0,159.0,135.0,208.0,2.0,,
2009 / 2010,Seia,291.0,247.0,771.0,1.0,451.0,106.0,1125.0,266.0,979.0,365.0,36.0,
2009 / 2010,Trancoso,206.0,52.0,338.0,6.0,195.0,48.0,610.0,300.0,224.0,495.0,,
